Source_File     ID    Size  Total_Amp 
hits_86.txt     4     2     34.58
hits_86.txt     5     1     21.97
hits_86.txt     6     1     27.62
hits_86.txt     7     1     27.69
hits_86.txt     8     1     24.33
hits_86.txt     9     2     24.82
hits_87.txt     0     1     25.21
hits_87.txt     1     1     24.77
hits_87.txt     2     1     18.42
hits_87.txt     3     1     24.41
hits_87.txt     4     1     22.08
hits_87.txt     5     2     24.61
hits_87.txt     6     1     22.38
hits_87.txt     7     2     19.90
hits_87.txt     8     1     25.90
hits_87.txt     9     1     23.48
hits_88.txt     0     1     33.94
hits_88.txt     1     2     32.33
hits_88.txt     2     1     22.97
hits_88.txt     3     1     29.98
hits_88.txt     4     1     20.96
hits_88.txt     5     1     28.23
hits_88.txt     6     2     22.05
hits_88.txt     7     1     24.15
hits_88.txt     8     1     22.55
hits_88.txt     9     3     63.78
hits_89.txt     0     1     26.03
hits_89.txt     1     3     49.00
hits_89.txt     2     2     39.44
hits_89.txt     3     1     24.25
hits_89.txt     4     2     24.33
hits_89.txt     5     2     26.96
hits_89.txt     6     2     25.43
hits_89.txt     7     1     21.23
hits_89.txt     8     1     17.71
hits_89.txt     9     1     24.29
hits_89.txt     10    1     18.86
hits_90.txt     0     2     30.26
hits_90.txt     1     1     18.19
hits_90.txt     2     2     22.92
hits_90.txt     3     1     37.12
hits_90.txt     4     2     23.93
hits_90.txt     5     1     28.00
hits_90.txt     6     1     24.48
hits_90.txt     7     2     23.63
hits_90.txt     8     2     20.21
hits_90.txt     9     2     27.34
hits_91.txt     0     1     23.64
hits_91.txt     1     2     29.31
hits_91.txt     2     6     93.66
hits_91.txt     3     1     25.65
hits_91.txt     4     3     58.59
hits_91.txt     5     2     39.30
hits_91.txt     6     1     40.55
hits_91.txt     7     1     25.19
hits_91.txt     8     1     23.48
hits_91.txt     9     1     37.43
hits_92.txt     0     1     27.86
hits_92.txt     1     1     27.21
hits_92.txt     2     4     34.32
hits_92.txt     3     2     36.93
hits_92.txt     4     1     30.26
hits_92.txt     5     1     17.77
hits_92.txt     6     1     28.89
hits_92.txt     7     1     26.88
hits_92.txt     8     1     22.43
hits_92.txt     9     1     27.06
hits_93.txt     0     2     66.78
hits_93.txt     1     1     23.31
hits_93.txt     2     1     22.98
hits_93.txt     3     1     21.47
hits_93.txt     4     1     34.89
hits_93.txt     5     2     20.83
hits_93.txt     6     1     42.72
hits_93.txt     7     1     24.53
hits_93.txt     8     1     24.66
hits_93.txt     9     1     22.95
hits_94.txt     0     1     22.70
hits_94.txt     1     1     23.82
hits_94.txt     2     1     25.41
hits_94.txt     3     1     29.31
hits_94.txt     4     1     27.75
hits_94.txt     5     1     19.28
hits_94.txt     6     1     19.23
hits_94.txt     7     1     23.97
hits_94.txt     8     1     27.53
hits_94.txt     9     1     22.64
hits_95.txt     0     1     23.10
hits_95.txt     1     1     19.63
hits_95.txt     2     1     19.85
hits_95.txt     3     1     24.40
hits_95.txt     4     1     25.96
hits_95.txt     5     3     60.01
hits_95.txt     6     1     17.46
hits_95.txt     7     1     23.42
hits_95.txt     8     4     27.27
hits_95.txt     9     1     26.72
hits_96.txt     0     1     28.77
hits_96.txt     1     2     29.37
hits_96.txt     2     1     17.85
hits_96.txt     3     1     27.10
hits_96.txt     4     1     27.50
hits_96.txt     5     1     27.18
hits_96.txt     6     1     34.85
hits_96.txt     7     2     21.15
hits_96.txt     8     2     28.75
hits_96.txt     9     1     22.15
hits_97.txt     0     2     37.65
hits_97.txt     1     1     24.86
hits_97.txt     2     3     38.71
hits_97.txt     3     1     24.88
hits_97.txt     4     1     21.70
hits_97.txt     5     1     20.68
hits_97.txt     6     2     21.94
hits_97.txt     7     2     27.33
hits_97.txt     8     1     31.64
hits_97.txt     9     1     24.66
hits_98.txt     0     2     35.12
hits_98.txt     1     2     38.90
hits_98.txt     2     2     23.13
hits_98.txt     3     1     34.95
hits_98.txt     4     2     34.53
hits_98.txt     5     1     23.45
hits_98.txt     6     1     23.11
hits_98.txt     7     4     74.87
hits_98.txt     8     1     20.65
hits_98.txt     9     1     21.19
hits_99.txt     0     1     34.23
hits_99.txt     1     1     23.85
hits_99.txt     2     2     25.64
hits_99.txt     3     1     23.37
hits_99.txt     4     1     21.39
hits_99.txt     5     2     51.50
hits_99.txt     6     2     21.29
hits_99.txt     7     2     50.49
hits_99.txt     8     1     24.85
hits_99.txt     9     2     28.19
hits_100.txt    0     2     30.67
hits_100.txt    1     2     26.56
hits_100.txt    2     1     20.99
hits_100.txt    3     2     43.91
hits_100.txt    4     3     21.60
hits_100.txt    5     1     20.42
hits_100.txt    6     2     30.63
hits_100.txt    7     1     25.84
hits_100.txt    8     2     19.61
hits_100.txt    9     1     21.23

=============================================
GLOBAL SUMMARY STATISTICS
Total Clusters Found:  1013
Average Cluster Size:   1.60 pixels
Total Energy Collected: 31323.55
=============================================
