Source_File     ID    Size  Total_Amp 
hits_75.txt     4     3     23.53
hits_75.txt     5     1     29.34
hits_75.txt     6     1     27.40
hits_75.txt     7     1     39.06
hits_75.txt     8     2     40.43
hits_75.txt     9     2     21.14
hits_76.txt     0     1     24.90
hits_76.txt     1     1     21.05
hits_76.txt     2     2     33.50
hits_76.txt     3     2     25.20
hits_76.txt     4     1     24.94
hits_76.txt     5     1     21.05
hits_76.txt     6     1     21.16
hits_76.txt     7     2     34.73
hits_76.txt     8     1     29.29
hits_76.txt     9     1     20.42
hits_77.txt     0     1     23.24
hits_77.txt     1     2     33.33
hits_77.txt     2     1     22.20
hits_77.txt     3     1     23.13
hits_77.txt     4     1     22.92
hits_77.txt     5     1     25.53
hits_77.txt     6     1     24.94
hits_77.txt     7     1     38.51
hits_77.txt     8     2     32.94
hits_77.txt     9     1     22.36
hits_78.txt     0     1     27.98
hits_78.txt     1     1     22.21
hits_78.txt     2     1     28.06
hits_78.txt     3     2     26.17
hits_78.txt     4     1     36.40
hits_78.txt     5     1     40.49
hits_78.txt     6     1     21.67
hits_78.txt     7     1     31.66
hits_78.txt     8     1     23.99
hits_78.txt     9     1     27.22
hits_79.txt     0     2     27.99
hits_79.txt     1     1     24.69
hits_79.txt     2     2     26.22
hits_79.txt     3     2     26.78
hits_79.txt     4     1     20.50
hits_79.txt     5     1     22.15
hits_79.txt     6     1     22.42
hits_79.txt     7     1     20.53
hits_79.txt     8     1     27.35
hits_79.txt     9     1     31.81
hits_80.txt     0     1     21.68
hits_80.txt     1     1     37.18
hits_80.txt     2     1     22.13
hits_80.txt     3     2     55.11
hits_80.txt     4     3     59.97
hits_80.txt     5     1     21.95
hits_80.txt     6     1     23.17
hits_80.txt     7     1     25.28
hits_80.txt     8     1     26.24
hits_80.txt     9     1     21.73
hits_81.txt     0     1     20.07
hits_81.txt     1     1     31.92
hits_81.txt     2     1     23.20
hits_81.txt     3     2     20.52
hits_81.txt     4     2     24.43
hits_81.txt     5     1     22.30
hits_81.txt     6     1     23.28
hits_81.txt     7     1     24.90
hits_81.txt     8     1     22.18
hits_81.txt     9     1     32.08
hits_82.txt     0     2     57.18
hits_82.txt     1     1     25.11
hits_82.txt     2     1     22.53
hits_82.txt     3     2     23.76
hits_82.txt     4     1     26.45
hits_82.txt     5     1     21.31
hits_82.txt     6     1     23.65
hits_82.txt     7     2     20.77
hits_82.txt     8     2     27.03
hits_82.txt     9     2     27.82
hits_83.txt     0     2     21.32
hits_83.txt     1     2     24.53
hits_83.txt     2     1     23.23
hits_83.txt     3     1     25.50
hits_83.txt     4     1     26.70
hits_83.txt     5     2     21.94
hits_83.txt     6     2     25.29
hits_83.txt     7     1     27.90
hits_83.txt     8     2     26.47
hits_83.txt     9     1     22.98
hits_84.txt     0     1     23.89
hits_84.txt     1     1     24.83
hits_84.txt     2     2     21.21
hits_84.txt     3     2     23.67
hits_84.txt     4     1     28.72
hits_84.txt     5     2     31.79
hits_84.txt     6     1     25.89
hits_84.txt     7     1     37.69
hits_84.txt     8     1     19.30
hits_84.txt     9     1     24.23
hits_85.txt     0     2     24.03
hits_85.txt     1     1     19.95
hits_85.txt     2     1     25.76
hits_85.txt     3     1     23.62
hits_85.txt     4     1     24.22
hits_85.txt     5     1     26.93
hits_85.txt     6     2     26.68
hits_85.txt     7     2     25.98
hits_85.txt     8     2     27.19
hits_85.txt     9     1     31.57
hits_86.txt     0     3     65.23
hits_86.txt     1     1     24.24
hits_86.txt     2     1     25.99
hits_86.txt     3     2     34.89
