Source_File     ID    Size  Total_Amp 
hits_87.txt     2     1     27.75
hits_87.txt     3     2     36.18
hits_87.txt     4     2     34.91
hits_87.txt     5     1     34.27
hits_87.txt     6     1     29.19
hits_87.txt     7     1     25.28
hits_87.txt     8     2     28.54
hits_87.txt     9     2     29.33
hits_88.txt     0     2     34.75
hits_88.txt     1     2     32.24
hits_88.txt     2     1     25.12
hits_88.txt     3     4     36.26
hits_88.txt     4     2     22.39
hits_88.txt     5     2     31.92
hits_88.txt     6     1     23.83
hits_88.txt     7     2     32.74
hits_88.txt     8     2     31.85
hits_88.txt     9     2     26.74
hits_89.txt     0     2     27.64
hits_89.txt     1     4     20.95
hits_89.txt     2     2     28.58
hits_89.txt     3     9     45.77
hits_89.txt     4     2     23.48
hits_89.txt     5     1     0.57
hits_89.txt     6     1     34.41
hits_89.txt     7     1     21.60
hits_89.txt     8     2     20.85
hits_89.txt     9     2     32.56
hits_89.txt     10    1     29.26
hits_89.txt     11    1     21.51
hits_90.txt     0     1     19.71
hits_90.txt     1     4     45.17
hits_90.txt     2     1     24.27
hits_90.txt     3     1     25.22
hits_90.txt     4     2     26.17
hits_90.txt     5     1     23.96
hits_90.txt     6     2     29.78
hits_90.txt     7     2     43.20
hits_90.txt     8     1     41.20
hits_90.txt     9     2     21.71
hits_90.txt     10    1     22.91
hits_91.txt     0     2     24.42
hits_91.txt     1     4     31.46
hits_91.txt     2     1     25.25
hits_91.txt     3     1     23.17
hits_91.txt     4     2     19.71
hits_91.txt     5     1     20.55
hits_91.txt     6     1     19.65
hits_91.txt     7     2     19.35
hits_91.txt     8     2     24.03
hits_91.txt     9     1     20.12
hits_92.txt     0     1     29.04
hits_92.txt     1     1     22.05
hits_92.txt     2     4     21.54
hits_92.txt     3     1     25.12
hits_92.txt     4     1     24.50
hits_92.txt     5     1     27.68
hits_92.txt     6     1     25.98
hits_92.txt     7     2     21.68
hits_92.txt     8     1     33.04
hits_92.txt     9     2     23.53
hits_93.txt     0     1     31.46
hits_93.txt     1     3     28.86
hits_93.txt     2     1     22.17
hits_93.txt     3     2     29.81
hits_93.txt     4     2     49.00
hits_93.txt     5     2     29.94
hits_93.txt     6     4     26.29
hits_93.txt     7     1     28.03
hits_93.txt     8     2     25.67
hits_93.txt     9     1     22.01
hits_94.txt     0     1     19.25
hits_94.txt     1     2     27.03
hits_94.txt     2     1     36.92
hits_94.txt     3     1     37.20
hits_94.txt     4     2     39.72
hits_94.txt     5     2     27.40
hits_94.txt     6     1     25.60
hits_94.txt     7     2     22.70
hits_94.txt     8     1     23.46
hits_94.txt     9     2     42.49
hits_95.txt     0     2     24.11
hits_95.txt     1     2     26.32
hits_95.txt     2     2     25.00
hits_95.txt     3     1     22.82
hits_95.txt     4     2     21.28
hits_95.txt     5     2     24.76
hits_95.txt     6     1     27.32
hits_95.txt     7     2     26.43
hits_95.txt     8     2     27.68
hits_95.txt     9     1     37.69
hits_96.txt     0     2     23.02
hits_96.txt     1     2     29.73
hits_96.txt     2     1     40.59
hits_96.txt     3     1     25.84
hits_96.txt     4     1     24.05
hits_96.txt     5     2     46.79
hits_96.txt     6     2     27.40
hits_96.txt     7     1     20.69
hits_96.txt     8     2     32.05
hits_96.txt     9     1     40.72

=============================================
GLOBAL SUMMARY STATISTICS
Total Clusters Found:  970
Average Cluster Size:   1.81 pixels
Total Energy Collected: 31166.03
=============================================
